Year of Unloading,Month of Unloading,Date of Unloading,Commodity,Sub Commodity,Load Country,Load Port,Unload Country,Unload Port,Consignor,Consignee, Quantity , Quantity Unit ,Mode,Country,State/City,Company Name,Grade,Size,Prices
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25400
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25400
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25400
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24800
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24800
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24800
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24800
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24800
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,-
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25300
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25200
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25700
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25700
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25700
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25700
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25700
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25700
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25700
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25200
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25250
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25250
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25250
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25200
2014,September,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25200
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25200
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25200
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,-
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25250
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25500
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25400
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25100
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25100
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25100
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25100
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,-
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,25200
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24900
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24700
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,-
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24700
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24300
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24300
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24200
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24200
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24100
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24100
2014,October,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24000
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24000
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24000
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24200
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24200
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24000
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24000
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24000
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,24000
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,23300
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,23200
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,23000
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22700
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22700
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22700
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22700
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22500
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22800
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22800
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22800
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22800
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22800
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22800
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22800
2014,November,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22800
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22800
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22800
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22800
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22800
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22700
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22800
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22800
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22900
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22900
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22500
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22500
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22700
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22700
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22800
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22800
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22800
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22800
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22800
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22800
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22500
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22500
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22500
2014,December,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22700
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22700
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22700
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22700
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22700
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22700
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22700
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22700
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22700
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22700
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22500
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22350
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22700
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22700
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22700
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22700
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22500
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22500
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22500
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22200
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22200
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22200
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22100
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22100
2015,January,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22100
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22500
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22450
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22250
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22100
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21550
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21400
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21400
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21600
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21600
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21600
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22000
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22000
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22100
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22450
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22250
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22250
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22250
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22250
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22250
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22250
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22250
2015,February,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22250
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22250
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22200
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22200
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22300
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22300
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22250
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22250
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22250
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22150
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22150
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21500
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21500
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21600
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21600
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21600
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21600
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21500
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21500
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21500
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21750
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21750
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21750
2015,March,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21750
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21950
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21950
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22050
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22050
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22250
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22250
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22250
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,22250
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21850
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21850
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21800
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21600
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21600
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21600
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21600
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21600
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21600
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21550
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21550
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21400
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21350
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21350
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21350
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21150
2015,April,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21150
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21150
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21150
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21150
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21050
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20900
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20900
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20900
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20900
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20900
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20900
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20950
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20900
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20900
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21100
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21100
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20950
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20950
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20950
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20900
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21050
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20900
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20650
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20600
2015,May,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20600
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20600
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21050
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21050
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21000
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21000
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21000
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21000
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21000
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21000
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21000
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21000
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21000
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,21000
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20200
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20100
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20100
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20350
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20200
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20200
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20250
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20200
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20200
2015,June,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,20200
2015,July,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,19850
2015,July,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,19850
2015,July,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,19750
2015,July,-,Ferrous Scrap,-,-,-,-,-,-,-,-,INR,Prices,India,Jalna,-,HMS,-,19750
